Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model
Audi,21700,sedan,167000,3,Petrol,yes,2009,A6
Mercedes-Benz,27300,crossover,149000,5.46,Petrol,yes,2009,ML 550
Volkswagen,15200,van,132000,2.5,Diesel,yes,2009,T5 (Transporter)
Volkswagen,9800,van,86000,1.2,Petrol,yes,2013,Caddy
Mercedes-Benz,14500,vagon,178000,3,Diesel,yes,2006,E-Class
Renault,7800,vagon,120000,1.5,Diesel,yes,2008,Megane
Mercedes-Benz,15250,sedan,210000,2.2,Diesel,yes,2006,E-Class
Audi,13500,sedan,196000,2.4,Petrol,yes,2005,A6
Audi,23333,other,150000,4.2,Petrol,yes,2007,Q7
Mercedes-Benz,18800,other,90000,1.8,Petrol,yes,2008,CLC 180
Mitsubishi,6700,sedan,193000,1.6,Petrol,yes,2005,Lancer
Toyota,8200,crossover,212000,2,Gas,yes,2003,Rav 4
Volkswagen,1650,sedan,210000,1.8,Petrol,no,1998,Passat B4
Audi,49500,crossover,44000,3,Diesel,yes,2013,Q7
Volkswagen,22900,sedan,48000,2,Petrol,yes,2013,Jetta
Volkswagen,10300,hatch,110000,1.9,Diesel,yes,2008,Caddy
Toyota,12500,sedan,175000,2.4,Petrol,yes,2007,Camry
Mitsubishi,6800,sedan,170000,1.6,Petrol,yes,2004,Lancer
BMW,33500,sedan,1000,1.5,Petrol,yes,2015,318
Toyota,20711.25,vagon,0,1.6,Petrol,yes,2016,Auris
Volkswagen,1499,sedan,220000,2,Gas,no,1995,Passat B4
Volkswagen,18900,hatch,56000,2,Petrol,yes,2012,Golf GTI
BMW,67500,crossover,1000,2,Diesel,yes,2016,X5
BMW,52000,crossover,7000,2,Diesel,yes,2015,X1
Volkswagen,17777,van,250000,2,Diesel,yes,2010,T5 (Transporter)
Toyota,33333,vagon,73000,4,Gas,yes,2009,FJ Cruiser
Mercedes-Benz,3200,sedan,390000,2.3,Gas,yes,1985,E-Class
Audi,88888,crossover,0,3,Diesel,yes,2015,Q7
Renault,7450,other,208000,1.9,Other,yes,2004,Trafic
Mercedes-Benz,31990,crossover,95000,4.7,Petrol,yes,2010,GL 450
BMW,14200,sedan,263000,3,Petrol,yes,2004,530
Renault,6300,vagon,202000,1.5,Diesel,yes,2005,Scenic
Renault,4350,van,188000,1.5,Diesel,yes,2004,Kangoo
Renault,11100,vagon,155000,1.5,Diesel,yes,2012,Megane
Volkswagen,6300,vagon,132000,2.8,Gas,yes,1995,Passat B4
Renault,3300,van,256000,1.5,Diesel,yes,2005,Kangoo
Mercedes-Benz,7450,sedan,300000,2,Gas,yes,2000,C-Class
Mitsubishi,1850,sedan,145000,1.6,Petrol,no,1997,Carisma
Mercedes-Benz,14000,other,360000,2.2,Diesel,yes,2005,Sprinter 313
Renault,12850,other,226000,2.3,Diesel,yes,2012,Master
Toyota,18300,hatch,30000,1.6,Petrol,yes,2014,Auris
Volkswagen,14700,sedan,97000,1.4,Gas,yes,2012,Passat B7
Volkswagen,3000,sedan,250000,2.8,Gas,no,2002,Passat B5
Mercedes-Benz,12999,sedan,247000,4,Diesel,yes,2003,S 400
Mercedes-Benz,11850,van,177000,2.2,Diesel,yes,2011,Vito
Volkswagen,19500,sedan,128000,1.8,Petrol,yes,2013,Passat B7
Mercedes-Benz,20200,sedan,69000,2,Petrol,yes,2010,E-Class
Renault,5899,vagon,189000,NA,Diesel,no,2012,Megane
Volkswagen,12000,sedan,186000,3.2,Petrol,yes,2006,Passat B6
Mercedes-Benz,17800,van,162000,1.8,Diesel,yes,2012,B 180
Toyota,16800,crossover,154000,2.7,Petrol,yes,2005,Land Cruiser Prado
Mercedes-Benz,10600,van,250000,2.2,Diesel,yes,2006,Sprinter 313
Mercedes-Benz,114999,crossover,0,3,Diesel,yes,2016,GLS 350
Renault,4700,hatch,124000,1.5,Diesel,yes,2003,Kangoo
Mercedes-Benz,20000,crossover,251000,5,Gas,yes,2002,ML 500
Mercedes-Benz,104999,crossover,1000,3,Diesel,yes,2016,GLE-Class
Mercedes-Benz,9000,sedan,198000,4,Diesel,yes,2002,S 400
BMW,36300,crossover,83000,3.5,Petrol,yes,2010,X6
Toyota,19400,crossover,88000,2,Petrol,yes,2011,Rav 4
Mercedes-Benz,7700,sedan,230000,2,Petrol,yes,2001,C-Class
Mitsubishi,17500,other,69000,2.5,Diesel,yes,2011,L 200
BMW,31000,sedan,100000,2,Petrol,yes,2012,520
Toyota,33715.5,crossover,1000,2.7,Petrol,yes,2015,Land Cruiser Prado
BMW,13500,sedan,233000,3,Diesel,yes,2003,530
Renault,4900,van,150000,2,Diesel,yes,2007,Trafic
Mercedes-Benz,7700,sedan,340000,2.2,Diesel,yes,2002,Vito
Renault,10900,vagon,175000,1.5,Diesel,yes,2012,Megane
BMW,2200,sedan,303000,2.5,Diesel,no,1999,525
BMW,7200,sedan,270000,3,Diesel,no,2004,530
BMW,20500,other,114000,NA,Other,yes,2008,325
Toyota,9150,hatch,87000,1.6,Petrol,yes,2008,Auris
BMW,5900,sedan,10000,2.8,Petrol,yes,1989,328
Mitsubishi,4800,hatch,206000,1.6,Gas,yes,2001,Carisma
Volkswagen,1500,vagon,200000,1.8,Gas,yes,1996,Passat B4
Volkswagen,9500,hatch,62000,1.2,Diesel,yes,2011,Polo
Mercedes-Benz,3500,van,395000,2.3,Diesel,no,1997,Vito
Volkswagen,3650,sedan,300000,1.8,Petrol,yes,1996,Vento
Mercedes-Benz,63000,crossover,160000,3,Diesel,yes,2013,GL 350
Volkswagen,6600,van,240000,1.9,Diesel,yes,2008,Caddy
Toyota,36000,crossover,940000,NA,Other,yes,2009,Land Cruiser 200
Toyota,10200,sedan,185000,1.8,Petrol,yes,2007,Avensis
Volkswagen,19995,hatch,68000,1.4,Petrol,yes,2013,Scirocco
Mitsubishi,9800,sedan,56000,1.5,Petrol,yes,2011,Lancer X
Mercedes-Benz,11200,sedan,198000,6,Petrol,yes,2004,S 600
Volkswagen,18000,crossover,117000,2.5,Diesel,yes,2006,Touareg
Mitsubishi,28500,crossover,0,2,Petrol,yes,2016,Outlander
Mitsubishi,9800,sedan,81000,2,Petrol,yes,2009,Lancer X
BMW,33000,sedan,60000,NA,Petrol,yes,2012,328
Audi,3900,sedan,247000,2.5,Diesel,no,2003,A6
Mitsubishi,22711.65,crossover,1000,2,Petrol,yes,2016,Outlander
BMW,6500,sedan,298000,2.5,Petrol,yes,1998,523
Volkswagen,4999,hatch,300000,1.9,Diesel,yes,1999,Golf IV
Renault,9100,vagon,176000,1.5,Diesel,yes,2011,Scenic
Mercedes-Benz,11000,sedan,319000,2.2,Diesel,yes,2003,220
Volkswagen,7200,hatch,159000,1.6,Petrol,yes,2007,Golf V
Mercedes-Benz,10900,van,191000,2.2,Diesel,yes,2007,Vito
Volkswagen,35000,sedan,74000,4.2,Gas,yes,2011,Phaeton
Mitsubishi,11500,sedan,134000,2.4,Petrol,yes,2009,Galant
Mercedes-Benz,9999,van,154000,2.2,Diesel,yes,2007,Vito
Audi,NA,sedan,300000,2.5,Diesel,no,2001,A8
Renault,4400,other,220000,1.5,Diesel,yes,2004,Kangoo
Mitsubishi,4000,hatch,367000,1.6,Gas,yes,1997,Carisma
Audi,29999,other,90000,3,Petrol,yes,2011,A5
Volkswagen,14800,van,65000,1.6,Diesel,yes,2012,Caddy
Mitsubishi,5500,crossover,30000,2.5,Diesel,yes,2014,Pajero Sport
BMW,39333,sedan,6000,2,Petrol,yes,2016,520
Mitsubishi,17000,crossover,215000,3.8,Petrol,yes,2006,Pajero Wagon
Toyota,20900,sedan,18000,2.5,Other,yes,2013,Camry
BMW,15000,sedan,137000,2.2,Petrol,yes,2004,520
Volkswagen,1850,other,200000,1.6,Petrol,no,1999,Golf IV
Renault,6900,hatch,47000,1.4,Petrol,yes,2012,Sandero
Volkswagen,11990,sedan,245000,2,Diesel,yes,2007,Passat B6
Mercedes-Benz,41000,van,55000,3,Diesel,yes,2011,Viano
BMW,42000,sedan,5000,2,Petrol,yes,2016,520
Renault,7700,van,128000,1.5,Diesel,yes,2012,Kangoo
Volkswagen,7750,van,265000,1.9,Diesel,yes,2002,T4 (Transporter)
Toyota,10100,other,83000,1.6,Other,yes,2008,Corolla
Renault,7500,van,128000,1.5,Diesel,yes,2009,Kangoo
BMW,2700,sedan,220000,2.5,Petrol,no,2002,525
Mercedes-Benz,74900,other,32000,6.3,Petrol,yes,2007,CL 63 AMG
Renault,800,van,200000,1.9,Diesel,no,1997,Scenic
Mitsubishi,17900,crossover,89000,3.8,Gas,yes,2008,Pajero Wagon
Audi,29000,vagon,213000,3,Diesel,yes,2010,A6 Allroad
BMW,17100,crossover,188000,3,Diesel,yes,2004,X5
Volkswagen,33500,crossover,98000,NA,Petrol,yes,2013,Touareg
Mercedes-Benz,1600,sedan,338000,3,Diesel,no,1991,E-Class
Mercedes-Benz,11777,other,300000,4.3,Gas,yes,2001,S 430
BMW,6699,sedan,299000,2.2,Petrol,yes,2001,523
BMW,3900,vagon,240000,3,Diesel,no,2001,530
Volkswagen,6500,sedan,212000,1.6,Petrol,yes,2003,Bora
BMW,51500,hatch,77000,3,Petrol,yes,2012,535
Renault,6500,vagon,186000,1.5,Diesel,yes,2004,Megane
BMW,10800,other,191000,2.2,Petrol,yes,2002,320
Audi,2450,vagon,240000,2.5,Diesel,no,2000,A4
Volkswagen,NA,van,207000,2,Diesel,yes,2012,T5 (Transporter) 
Toyota,28800,crossover,29000,2.2,Diesel,yes,2015,Rav 4
Volkswagen,6900,crossover,258000,2.5,Diesel,no,2004,Touareg
Toyota,47700,crossover,810000,4.7,Gas,yes,2010,Land Cruiser 200
Volkswagen,12700,van,75000,1.2,Petrol,yes,2012,Caddy
Toyota,7900,hatch,56000,1,Gas,yes,2011,Aygo
BMW,18000,sedan,180000,2,Other,no,2011,520
BMW,8899,sedan,170000,2.2,Petrol,yes,2001,520
Mercedes-Benz,57000,other,0,1.6,Petrol,yes,2016,C-Class
Mercedes-Benz,2100,sedan,535000,2.2,Diesel,yes,1995,210
Audi,10900,sedan,199000,3,Petrol,yes,2004,A8
Toyota,42500,crossover,50000,3,Diesel,yes,2012,Land Cruiser Prado
BMW,51900,crossover,106000,3,Diesel,yes,2012,X6
Renault,3300,van,345000,1.9,Diesel,yes,2001,Kangoo
Mercedes-Benz,187555,other,0,4.7,Petrol,yes,2016,S 500
Mercedes-Benz,16555,sedan,159000,3.5,Gas,yes,2006,CLS 350
Mercedes-Benz,7000,van,197000,2.2,Diesel,yes,2002,Vito
Mercedes-Benz,9300,sedan,342000,2.6,Petrol,yes,2003,E-Class
Audi,11500,sedan,85000,1.8,Petrol,yes,2007,A4
Mercedes-Benz,8000,crossover,314000,99.99,Gas,yes,2000,ML 320
Toyota,16672.5,hatch,1000,1.6,Petrol,yes,2016,Auris
Volkswagen,37990,crossover,140000,3,Diesel,yes,2012,Touareg
Mercedes-Benz,2400,sedan,1000,2,Petrol,no,2001,C-Class
Mercedes-Benz,219900,crossover,33000,5.5,Petrol,yes,2013,G 63 AMG
Renault,7150,van,142000,1.5,Diesel,yes,2012,Kangoo
Toyota,5000,crossover,289000,2,Diesel,no,2003,Rav 4
Mercedes-Benz,7700,sedan,390000,3,Diesel,no,2007,E-Class
Mercedes-Benz,28500,crossover,190000,3.2,Diesel,yes,2008,ML 320
Toyota,61000,crossover,100000,4.5,Diesel,yes,2013,Land Cruiser 200
Toyota,14700,vagon,98000,2,Gas,yes,2008,Rav 4
Toyota,NA,hatch,28000,1.6,Petrol,yes,2014,Auris
Volkswagen,21900,sedan,107000,3,Diesel,yes,2009,Phaeton
Audi,53700,crossover,67000,3,Petrol,yes,2013,A6 Allroad
Volkswagen,19200,crossover,155000,2.5,Diesel,yes,2008,Touareg
Audi,18700,sedan,136000,2,Diesel,yes,2009,A6
Audi,9600,vagon,230000,2.5,Diesel,yes,2004,A6
Volkswagen,10500,van,312000,2.5,Diesel,yes,1998,Multivan
BMW,77777,sedan,8000,4.4,Petrol,yes,2014,750
Volkswagen,18200,crossover,179000,2.5,Diesel,yes,2007,Touareg
Audi,52000,other,124000,3,Diesel,yes,2012,A8
BMW,13700,sedan,122000,2,Petrol,yes,2007,318
BMW,15000,vagon,245000,3,Gas,yes,2006,530
Mitsubishi,6400,sedan,127000,1.6,Petrol,yes,2006,Lancer
Toyota,54000,crossover,147000,4.5,Diesel,yes,2011,Land Cruiser 200
Toyota,23700,sedan,100000,2.5,Gas,yes,2014,Camry
Volkswagen,13950,hatch,104000,1.2,Petrol,yes,2012,Golf Plus
Toyota,23200,crossover,160000,4,Petrol,yes,2008,Land Cruiser Prado
Audi,2750,sedan,450000,2.5,Diesel,no,1999,A6
Audi,89999,crossover,0,3,Diesel,yes,2015,Q7
BMW,NA,sedan,65000,2,Petrol,yes,2012,320
BMW,21700,crossover,125000,3,Petrol,yes,2007,X5
Mercedes-Benz,NA,van,12000,2.2,Diesel,yes,2015,V 250
Toyota,16500,crossover,328000,4.2,Diesel,yes,1993,Land Cruiser 80
BMW,15000,crossover,85000,4.8,Petrol,no,2010,X5
Mercedes-Benz,61500,crossover,16000,3,Diesel,yes,2013,ML 350
BMW,1700,sedan,200000,2,Diesel,no,2003,320
BMW,8500,sedan,352000,2.17,Petrol,yes,2001,520
Toyota,9999,sedan,250000,2.4,Petrol,yes,2003,Camry
Audi,3300,vagon,300000,2.5,Diesel,no,1999,A6
Volkswagen,19900,other,112000,2,Petrol,yes,2012,Passat CC
Renault,11300,vagon,160000,1.5,Diesel,yes,2011,Laguna
Toyota,14900,sedan,149000,3.5,Gas,yes,2008,Camry
Toyota,39000,crossover,88000,4.5,Diesel,yes,2009,Land Cruiser 200
Mercedes-Benz,69900,sedan,76000,6,Petrol,yes,2010,S 500
BMW,72900,crossover,16000,3,Diesel,yes,2015,X6
Renault,10500,vagon,185000,1.5,Diesel,yes,2011,Megane
Mercedes-Benz,NA,sedan,23000,5.5,Petrol,yes,2011,S 550
Renault,13900,vagon,89000,1.5,Diesel,yes,2013,Megane
Renault,6800,van,131000,1.5,Diesel,yes,2013,Kangoo
Mercedes-Benz,8500,van,270000,2.2,Diesel,yes,2004,Vito
Volkswagen,7600,van,158000,2,Diesel,yes,2009,Caddy
Toyota,30950,other,45000,4.6,Petrol,yes,2013,Tundra
Audi,3990,sedan,413000,2.6,Gas,yes,1993,100
Audi,68500,sedan,44000,6.3,Petrol,yes,2012,A8
Audi,33500,sedan,42000,2,Petrol,yes,2013,A5
BMW,11500,sedan,193000,4.4,Petrol,yes,2000,740
Toyota,24999,crossover,153000,4,Petrol,yes,2007,Land Cruiser Prado
Audi,1850,sedan,250000,2.5,Diesel,no,1999,A4
Mercedes-Benz,29500,crossover,55000,2.2,Diesel,no,2013,ML 250
Mercedes-Benz,57000,sedan,43000,4.7,Petrol,yes,2012,CLS 500
Audi,30900,hatch,195000,3,Diesel,yes,2010,A5
Toyota,7000,crossover,150000,2,Petrol,yes,2000,Rav 4
Volkswagen,8950,van,170000,1.6,Diesel,yes,2013,Caddy
Mitsubishi,2500,crossover,1000,2.5,Diesel,yes,2007,L 200
Renault,8350,other,141000,1.5,Other,yes,2012,Megane
BMW,11400,sedan,206000,3,Petrol,yes,2003,530
Renault,6200,van,322000,NA,Diesel,yes,2001,Trafic
Volkswagen,2600,sedan,280000,2.5,Diesel,no,2000,Passat B5
Mercedes-Benz,7450,sedan,219000,2,Petrol,yes,2000,C-Class
Audi,9499,sedan,255000,2.5,Diesel,yes,2002,A6
Toyota,14900,sedan,106000,2.4,Petrol,yes,2008,Camry
Volkswagen,8200,van,265000,2.5,Diesel,no,2007,Caravelle
Mercedes-Benz,12500,sedan,208000,3.2,Diesel,yes,2004,S 320
Toyota,14500,sedan,127000,2.4,Gas,yes,2008,Camry
BMW,41000,crossover,80000,3,Petrol,yes,2012,X6
Volkswagen,12000,sedan,73000,1.6,Gas,yes,2011,Polo
Mercedes-Benz,5600,sedan,230000,2.7,Diesel,no,2005,E-Class
Mercedes-Benz,5200,other,220000,3.2,Petrol,no,2004,CLK 320
BMW,2999,sedan,299000,NA,Diesel,no,2000,530
Mitsubishi,9200,sedan,48000,1.5,Petrol,yes,2008,Lancer X
Toyota,25999,other,108000,4,Petrol,yes,2008,Land Cruiser Prado
BMW,6300,sedan,241000,2.8,Gas,yes,1995,328
Mercedes-Benz,116500,sedan,25000,3,Diesel,yes,2015,S 350
BMW,15500,sedan,216000,2,Diesel,yes,2008,320
Toyota,17500,crossover,168000,4,Gas,yes,2004,Land Cruiser Prado
Volkswagen,9999,sedan,182000,1.6,Petrol,yes,2006,Jetta
Toyota,NA,sedan,15000,2.5,Petrol,yes,2015,Camry
BMW,34600,crossover,163000,5,Petrol,yes,2011,X5 M
Renault,1185.6,hatch,160000,2,Petrol,yes,1987,25
Mercedes-Benz,20500,sedan,222000,5.5,Petrol,yes,2006,S 500
Renault,10900,van,138000,2,Diesel,yes,2012,Trafic
Volkswagen,7800,hatch,230000,1.6,Petrol,yes,2004,Golf V
Audi,3900,vagon,232000,2.5,Diesel,no,2003,A6
Toyota,15500,crossover,120000,2,Petrol,yes,2008,Rav 4
Audi,48000,crossover,126000,3,Diesel,yes,2013,Q7
Mercedes-Benz,12800,van,193000,2.2,Other,yes,2011,Vito
Toyota,14900,crossover,288000,4.7,Gas,yes,2000,Land Cruiser 100
Mercedes-Benz,1990,hatch,230000,1.7,Other,no,2001,A 170
Mitsubishi,9800,sedan,148000,2,Gas,yes,2008,Lancer X
BMW,2200,sedan,460000,2.4,Diesel,yes,1988,324
Mercedes-Benz,8700,sedan,290000,2.7,Diesel,yes,1999,E-Class
Renault,3450,van,196000,1.9,Diesel,yes,2001,Kangoo
Mercedes-Benz,22000,van,236000,2.2,Diesel,yes,2012,Sprinter 313
Mercedes-Benz,6500,other,315000,2,Petrol,yes,1996,E-Class
Mitsubishi,12999,crossover,111000,3,Gas,yes,2008,Outlander XL
Volkswagen,21500,sedan,2000,1.6,Diesel,yes,2016,Jetta
BMW,2750,vagon,254000,2.8,Gas,no,1997,528
Mitsubishi,23000,crossover,125000,3,Gas,yes,2008,Pajero Wagon
Volkswagen,NA,van,165000,2,Diesel,yes,2013,T5 (Transporter) 
BMW,8200,sedan,368000,3,Diesel,yes,2000,730
BMW,32900,crossover,90000,3,Petrol,yes,2008,X6
Mercedes-Benz,13600,sedan,115000,NA,Petrol,yes,2007,C-Class
Toyota,22000,sedan,73000,3.5,Petrol,yes,2010,Camry
Mitsubishi,2800,other,290000,2,Petrol,yes,1990,Galant
Mercedes-Benz,12999,van,130000,2.2,Diesel,yes,2012,Vito
Toyota,32000,sedan,22000,2.5,Petrol,yes,2015,Camry
Toyota,99999,crossover,0,4.5,Petrol,yes,2016,Land Cruiser 200
Renault,6950,van,310000,2.5,Diesel,yes,2005,Master
Renault,10500,hatch,148000,1.5,Diesel,yes,2012,Megane
BMW,6899,vagon,320000,2.8,Gas,yes,1997,528
Mercedes-Benz,6200,sedan,450000,4.2,Gas,yes,1997,S 420
Toyota,65000,other,60000,4.5,Diesel,yes,2013,Land Cruiser 200
Mercedes-Benz,13900,other,272000,2.2,Diesel,yes,2005,Sprinter 313
Renault,5800,van,217000,2,Gas,yes,2003,Scenic
BMW,28700,other,160000,3,Petrol,yes,2011,528
BMW,16700,crossover,260000,4.4,Petrol,yes,2003,X5
Volkswagen,18500,sedan,217000,3,Diesel,yes,2006,Phaeton
Renault,3999,other,227000,1.4,Gas,yes,2005,Kangoo
Renault,8800,van,200000,1.9,Diesel,yes,2005,Trafic
Mercedes-Benz,14500,van,205000,2.2,Diesel,yes,2012,Sprinter 313
BMW,8900,sedan,240000,2,Diesel,yes,2001,320
Volkswagen,1300,other,10000,1.6,Diesel,yes,1984,T2 (Transporter)
BMW,NA,crossover,36000,3,Diesel,yes,2013,X5
Renault,8550,van,160000,1.5,Diesel,yes,2014,Kangoo
Mercedes-Benz,10900,sedan,160000,3,Diesel,yes,1996,S 140
BMW,48535.5,crossover,0,2,Diesel,yes,2016,X3
BMW,25000,crossover,130000,3,Diesel,yes,2012,X5
BMW,NA,crossover,1000,3,Diesel,yes,2016,X6
Mitsubishi,7000,sedan,99000,1.6,Petrol,yes,2005,Lancer
BMW,5500,sedan,402000,2,Petrol,yes,1988,520
Mercedes-Benz,2800,other,220000,2.3,Petrol,no,2000,CLK 230
Mercedes-Benz,86000,crossover,3000,3,Diesel,yes,2016,GLS 350
Volkswagen,9555,van,152000,1.6,Diesel,yes,2012,Caddy
Renault,7200,van,1000,1.5,Diesel,yes,2012,Kangoo
Mercedes-Benz,7700,van,300000,2.2,Other,yes,2004,Vito
BMW,75000,crossover,20000,3,Diesel,yes,2014,X5
Volkswagen,8650,hatch,150000,1.4,Petrol,yes,2008,Golf V
Toyota,10700,sedan,109000,1.8,Petrol,yes,2007,Avensis
Volkswagen,6300,van,1000,2.5,Diesel,yes,2000,T4 (Transporter)
Toyota,13900,sedan,102000,3.5,Gas,yes,2008,Camry
Audi,3150,vagon,310000,2.5,Diesel,no,1999,A6
Volkswagen,7500,other,360000,2.5,Diesel,yes,2001,T4 (Transporter)
Volkswagen,6550,sedan,150000,1.6,Petrol,yes,2001,Bora
BMW,7100,sedan,313000,2,Gas,yes,1997,520
Volkswagen,3700,sedan,370000,2,Gas,yes,1992,Passat B3
Toyota,20999,sedan,77000,2.5,Gas,yes,2012,Camry
Renault,6750,vagon,1000,1.5,Diesel,yes,2004,Scenic
Mercedes-Benz,8400,other,457000,5,Gas,yes,1996,S 140
Toyota,103999,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200
Mercedes-Benz,5200,sedan,432000,3,Diesel,yes,1992,E-Class
BMW,51000,sedan,97000,3,Diesel,yes,2011,730
Toyota,27400,crossover,52000,3.5,Gas,yes,2012,Venza
Toyota,12500,crossover,201000,2,Petrol,yes,2006,Rav 4
Mercedes-Benz,24800,vagon,118000,3,Diesel,yes,2010,E-Class
Volkswagen,10600,sedan,118000,1.8,Petrol,yes,2008,Passat B6
Mitsubishi,8900,other,150000,3,Petrol,yes,2000,Eclipse
Renault,7200,van,101000,1.5,Diesel,yes,2012,Kangoo
BMW,10000,sedan,274000,4.4,Gas,yes,1998,540
Toyota,11700,crossover,126000,2.4,Gas,yes,2008,Rav 4
BMW,64999,sedan,15000,3,Petrol,yes,2012,640
Toyota,28900,crossover,83000,3.5,Gas,yes,2012,Highlander
BMW,60500,crossover,1000,2,Diesel,yes,2016,X5
Renault,5500,sedan,153000,1.6,Other,yes,2006,Megane
BMW,85900,crossover,19000,3,Diesel,yes,2015,X6
BMW,49000,vagon,56000,5,Petrol,yes,2007,M5
Audi,22999,crossover,125000,4.2,Petrol,yes,2008,Q7
Mercedes-Benz,22900,sedan,197000,2.2,Diesel,yes,2010,E-Class
BMW,85555,sedan,10000,3,Other,yes,2015,6 Series Gran Coupe
Mercedes-Benz,30000,crossover,97000,2.14,Diesel,yes,2011,ML 250
BMW,2600,sedan,250000,1.6,Petrol,yes,1996,316
Volkswagen,12500,crossover,230000,3.2,Gas,yes,2003,Touareg
BMW,6800,sedan,4000,2.8,Gas,yes,1995,528
Mercedes-Benz,8700,other,280000,NA,Diesel,yes,2001,Vito
Audi,4000,sedan,315000,2.3,Gas,yes,1991,100
Audi,36500,crossover,159000,3,Diesel,yes,2010,Q7
Volkswagen,10000,van,231000,1.9,Diesel,yes,2005,T5 (Transporter)
Volkswagen,4700,hatch,160000,2,Diesel,no,2006,Golf VI
BMW,27900,crossover,140000,3,Diesel,yes,2009,X5
Renault,7440,other,148000,1.5,Diesel,yes,2012,Kangoo
Mercedes-Benz,17999,van,260000,2.2,Diesel,yes,2013,Sprinter 316
Volkswagen,7750,van,235000,1.9,Diesel,yes,2004,T5 (Transporter)
Mercedes-Benz,7200,van,285000,2.2,Diesel,yes,2001,Vito
Volkswagen,3700,hatch,121000,1.9,Diesel,yes,1993,Golf III
Volkswagen,12000,vagon,187000,2,Diesel,yes,2008,Passat B6
Audi,48000,crossover,75000,3,Diesel,yes,2013,Q7
BMW,49000,sedan,58000,4.4,Other,yes,2011,750
Mercedes-Benz,69500,crossover,84000,3,Diesel,yes,2014,GL 350
BMW,19999,crossover,227000,3,Diesel,yes,2006,X5
Volkswagen,30900,sedan,30000,2,Diesel,yes,2014,Passat B7
Mercedes-Benz,44000,other,39000,5.5,Petrol,yes,2009,SL 55 AMG
Mercedes-Benz,10200,sedan,174000,2.6,Gas,yes,2001,E-Class
Mercedes-Benz,22000,crossover,160000,4,Diesel,yes,2008,ML 400
Mercedes-Benz,46700,sedan,115000,5.5,Petrol,yes,2011,S 500
Mercedes-Benz,9999,sedan,322000,2.7,Diesel,yes,2000,E-Class
Volkswagen,4400,other,145000,2.4,Diesel,yes,1993,T4 (Transporter)
Mercedes-Benz,45000,sedan,1000,1.6,Petrol,yes,2015,C-Class
Toyota,63333,other,33000,4.5,Diesel,yes,2013,Land Cruiser 200
Volkswagen,12999,van,237000,2.5,Diesel,yes,2005,T5 (Transporter)
Mercedes-Benz,15000,other,115000,2.2,Diesel,yes,2011,Vito
BMW,24500,sedan,114000,NA,Petrol,yes,2005,M5
Volkswagen,1950,hatch,94000,1.1,Petrol,yes,1982,Golf II
BMW,58500,crossover,80000,3,Diesel,yes,2013,X5
Renault,6250,van,205000,1.6,Petrol,yes,2007,Scenic
Volkswagen,8900,sedan,160000,1.6,Petrol,yes,2006,Jetta
Mercedes-Benz,65000,other,0,1.6,Petrol,yes,2016,C-Class
Volkswagen,15200,sedan,185000,1.4,Petrol,yes,2011,Golf VI
Mercedes-Benz,121500,sedan,22000,3,Diesel,yes,2014,S 350
Audi,30999,sedan,108000,2,Diesel,yes,2013,A6
BMW,22000,other,138000,4.8,Petrol,yes,2007,650
Mercedes-Benz,10999,other,185000,NA,Diesel,yes,2005,Vito
Mitsubishi,10500,crossover,95000,3.2,Diesel,no,2008,Pajero Wagon
BMW,3900,sedan,380000,3,Gas,yes,1989,530
Mitsubishi,9900,sedan,55000,2,Other,yes,2008,Lancer X
Mercedes-Benz,3799,sedan,210000,2,Petrol,yes,1995,E-Class
BMW,5000,sedan,305000,2,Petrol,yes,1995,520
Audi,5300,other,370000,1.8,Petrol,yes,1997,A6
Renault,6450,vagon,100000,1.5,Diesel,yes,2009,Kangoo
Toyota,44700,crossover,120000,3.5,Petrol,yes,2013,Venza
Toyota,17800,crossover,220000,3,Diesel,yes,2004,Land Cruiser Prado
BMW,26900,sedan,158000,5,Petrol,yes,2007,M5
Volkswagen,14999,vagon,128000,1.4,Gas,yes,2011,Passat B7
Mercedes-Benz,7650,sedan,340000,5,Gas,yes,1997,S 140
Volkswagen,12750,vagon,130000,1.4,Gas,yes,2010,Passat B6
Volkswagen,16000,hatch,26000,1.2,Petrol,yes,2014,Polo
Toyota,65000,crossover,90000,4.5,Diesel,yes,2012,Land Cruiser 200
Renault,11999,hatch,65000,1.5,Diesel,yes,2014,Megane
BMW,3000,sedan,294000,2,Diesel,no,1999,320
Volkswagen,17900,crossover,70000,1.4,Petrol,yes,2012,Tiguan
Volkswagen,8200,sedan,180000,NA,Petrol,yes,2007,Jetta
Mercedes-Benz,109000,crossover,0,3.5,Diesel,yes,2016,GLS 350
Mercedes-Benz,4500,sedan,409000,2.6,Petrol,yes,1991,E-Class
Audi,19300,sedan,113000,1.8,Petrol,yes,2009,A4
Volkswagen,11300,van,250000,2.5,Diesel,yes,2007,T5 (Transporter)
Mitsubishi,18800,crossover,47000,3,Petrol,yes,2008,Pajero Wagon
Toyota,28900,crossover,83000,NA,Petrol,yes,2012,Highlander
Mercedes-Benz,4150,other,277000,2.2,Diesel,yes,2000,Vito
Volkswagen,14000,crossover,194000,3.2,Gas,yes,2004,Touareg
